USER: admin LOGGED IN AT 2020-07-21T06:51:15.391Z
USER: user1 LOGGED IN AT 2020-07-21T06:51:25.677Z
USER: rooroo LOGGED IN AT 2020-07-21T06:53:42.363Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:15.951Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:26.193Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:30.342Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:35.468Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:41.558Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:46.642Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:51.259Z
USER: rooroo LOGGED IN AT 2020-07-21T06:54:57.979Z
USER: rooroo LOGGED IN AT 2020-07-21T06:55:50.164Z
USER: rooroo LOGGED IN AT 2020-07-21T06:56:18.371Z
USER: rooroo LOGGED IN AT 2020-07-21T06:56:46.568Z
USER: rooroo LOGGED IN AT 2020-07-21T06:57:38.196Z
USER: rooroo LOGGED IN AT 2020-07-21T06:58:06.506Z
USER: admin LOGGED IN AT 2020-07-21T06:58:14.828Z
USER: admin LOGGED IN AT 2020-07-21T06:59:08.511Z
USER: admin LOGGED IN AT 2020-07-21T07:00:28.234Z
USER: admin LOGGED IN AT 2020-07-21T07:01:02.166Z
USER: admin LOGGED IN AT 2020-07-21T07:01:39.160Z
USER: admin LOGGED IN AT 2020-07-21T07:01:44.820Z
USER: admin LOGGED IN AT 2020-07-21T07:01:49.935Z
USER: admin LOGGED IN AT 2020-07-21T07:02:08.142Z
USER: admin LOGGED IN AT 2020-07-21T07:02:33.550Z
USER: admin LOGGED IN AT 2020-07-21T07:03:20.599Z
USER: admin LOGGED IN AT 2020-07-21T07:03:45.647Z
USER: admin LOGGED IN AT 2020-07-21T07:04:00.834Z
USER: admin LOGGED IN AT 2020-07-21T07:04:09.193Z
USER: max LOGGED IN AT 2020-07-21T07:04:15.860Z
USER: max LOGGED IN AT 2020-07-21T07:04:37.278Z
USER: max LOGGED IN AT 2020-07-21T07:05:12.488Z
USER: max LOGGED IN AT 2020-07-21T07:05:50.278Z
USER: max LOGGED IN AT 2020-07-21T07:06:13.240Z
USER: max LOGGED IN AT 2020-07-21T07:06:26.736Z
USER: max LOGGED IN AT 2020-07-21T07:06:38.452Z
USER: rooroo LOGGED IN AT 2020-07-21T07:06:46.681Z
USER: rooroo LOGGED IN AT 2020-07-21T07:07:24.296Z
USER: rooroo LOGGED IN AT 2020-07-21T07:08:11.197Z
USER: rooroo LOGGED IN AT 2020-07-21T07:08:31.507Z
USER: admin LOGGED IN AT 2020-07-21T07:09:18.419Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T22:32:28.976Z
USER: null OPENED MAIN SCREEN AT 2021-07-16T23:24:45.675Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:24:54.708Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:25:01.972Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:25:30.084Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:25:41.128Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:26:08.251Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:26:16.612Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:26:27.584Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:26:41.326Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:26:54.748Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:27:04.253Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:27:09.580Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:27:20.421Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:27:55.561Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:28:20.726Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:28:46.135Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:28:52.693Z
USER: test OPENED MAIN SCREEN AT 2021-07-16T23:29:16.803Z
USER: admin OPENED MAIN SCREEN AT 2021-07-16T23:31:04.842Z
USER: admin OPENED MAIN SCREEN AT 2021-07-16T23:31:36.429Z
USER: admin OPENED MAIN SCREEN AT 2021-07-16T23:34:28.783Z
USER: admin OPENED MAIN SCREEN AT 2021-07-16T23:59:41.660Z
USER: admin OPENED MAIN SCREEN AT 2021-07-17T00:00:10.700Z
USER: admin OPENED MAIN SCREEN AT 2021-07-17T00:00:45.155Z
USER: admin OPENED MAIN SCREEN AT 2021-07-17T00:01:03.605Z
USER: admin OPENED MAIN SCREEN AT 2021-07-17T00:01:35.930Z
